Loyalty#,First Name,Last Name,Customer Name,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Re_engaged_people,Days_with_us,Days_until_reengagement
592064,Huong,Guilmette,Huong Guilmette,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,College,Rural,0.0,Single,Nova,2020-10-29,,5612.38,Standard,False,1817,
376863,Lavern,Patek,Lavern Patek,Quebec,Montreal,45.50169,-73.567253,H3T 8L4,female,Bachelor,Urban,40417.0,Married,Nova,2016-01-05,,5614.59,Standard,False,3576,
423821,Coy,Done,Coy Done,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Doctor,Rural,19949.0,Married,Nova,2016-11-15,,5615.07,Standard,False,3261,
964789,Margarete,Buman,Margarete Buman,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,female,Doctor,Urban,19949.0,Married,Nova,2016-11-27,,5615.07,Standard,False,3249,
639705,Dominga,Bech,Dominga Bech,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,High School or Below,Rural,24518.0,Married,Nova,2018-08-21,,5618.49,Standard,False,2617,
781062,Lakisha,Weideman,Lakisha Weideman,Alberta,Banff,51.178398,-115.5708,T4V 1D4,female,Bachelor,Suburban,50335.0,Married,Nova,2019-04-09,,5619.07,Standard,False,2386,
580500,Benny,Oshell,Benny Oshell,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,female,Bachelor,Urban,41878.0,Married,Nova,2021-04-11,,5619.65,2021 Promotion,False,1653,
738652,Karey,Sanjose,Karey Sanjose,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,Bachelor,Urban,41878.0,Married,Nova,2019-10-26,,5619.65,2021 Promotion,False,2186,
123164,Elayne,Sjaarda,Elayne Sjaarda,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,College,Rural,0.0,Married,Nova,2018-09-25,,5619.69,Standard,False,2582,
389804,Ted,Cumley,Ted Cumley,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,male,College,Urban,0.0,Married,Nova,2016-05-09,,5619.69,Standard,False,3451,
532203,Jarod,Breisch,Jarod Breisch,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,male,College,Rural,0.0,Married,Nova,2018-12-21,,5619.69,Standard,False,2495,
697962,Cristopher,Callas,Cristopher Callas,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,female,College,Suburban,0.0,Married,Nova,2019-04-05,2019-05-07,5619.69,Standard,False,32,
581427,Marquetta,Friedline,Marquetta Friedline,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Doctor,Rural,11612.0,Married,Nova,2019-08-13,,5623.31,Standard,False,2260,
645895,Alesia,Wishon,Alesia Wishon,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Doctor,Suburban,11612.0,Married,Nova,2015-09-20,,5623.31,Standard,False,3683,
409951,Victorina,Saft,Victorina Saft,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,College,Rural,0.0,Single,Nova,2019-08-17,,5625.91,Standard,False,2256,
507838,Carly,Halbur,Carly Halbur,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,female,Bachelor,Suburban,59782.0,Married,Nova,2018-09-18,,5626.57,Standard,False,2589,
614871,Karon,Terpening,Karon Terpening,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,Bachelor,Suburban,61486.0,Married,Nova,2021-10-24,,5627.3,Standard,False,1457,
509686,Roma,Calzadilla,Roma Calzadilla,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,male,Bachelor,Rural,72874.0,Married,Nova,2019-11-13,,5630.79,Standard,False,2168,
601834,Rosamond,Degraw,Rosamond Degraw,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,female,Bachelor,Urban,72874.0,Married,Nova,2019-04-01,,5630.79,Standard,False,2394,
381316,Yuonne,Wyke,Yuonne Wyke,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,High School or Below,Rural,17291.0,Married,Nova,2017-02-09,,5631.45,Standard,False,3175,
794523,Lani,Kundla,Lani Kundla,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,High School or Below,Rural,17291.0,Married,Nova,2017-12-18,,5631.45,Standard,False,2863,
296887,Annice,Utter,Annice Utter,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,Bachelor,Suburban,51721.0,Married,Nova,2015-12-20,,5632.61,Standard,False,3592,
935110,Louella,Bartha,Louella Bartha,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Urban,90289.0,Divorced,Nova,2021-01-09,,5633.53,Standard,False,1745,
541358,Aleida,Uriostegui,Aleida Uriostegui,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,female,Bachelor,Urban,65255.0,Divorced,Nova,2019-06-14,,5633.74,Standard,False,2320,
861669,Rhea,Nicarry,Rhea Nicarry,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Rural,65255.0,Divorced,Nova,2020-03-31,2021-10-04,5633.74,Standard,False,552,
558686,Chloe,Torgersen,Chloe Torgersen,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Suburban,37595.0,Married,Nova,2017-08-25,,5633.95,Standard,False,2978,
659011,Carmelita,Ellrod,Carmelita Ellrod,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,male,Bachelor,Suburban,59325.0,Married,Nova,2015-12-26,,5635.29,Standard,False,3586,
201256,Ruthe,Minrod,Ruthe Minrod,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Urban,70837.0,Married,Nova,2017-07-05,,5635.4,Standard,False,3029,
537132,Kina,Lahaie,Kina Lahaie,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Bachelor,Suburban,70837.0,Married,Nova,2018-04-26,,5635.4,Standard,False,2734,
470989,Bryant,Darsey,Bryant Darsey,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Suburban,20303.0,Married,Nova,2018-08-28,,5635.75,Standard,False,2610,
858266,Carolyne,Degooyer,Carolyne Degooyer,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Bachelor,Suburban,24516.0,Married,Nova,2019-04-12,,5636.74,Standard,False,2383,
479724,Ena,Slager,Ena Slager,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,College,Suburban,0.0,Divorced,Nova,2018-08-02,,5637.74,Standard,False,2636,
315527,Rico,Slechta,Rico Slechta,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,male,Bachelor,Suburban,56017.0,Married,Nova,2021-03-01,,5638.26,2021 Promotion,False,1694,
759518,Rene,Wilkosz,Rene Wilkosz,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,Bachelor,Suburban,74286.0,Married,Nova,2017-09-24,,5638.54,Standard,False,2948,
121710,Danille,Taliferro,Danille Taliferro,Quebec,Montreal,45.50169,-73.567253,H3T 8L4,female,Bachelor,Urban,73168.0,Married,Nova,2017-02-22,,5639.94,Standard,False,3162,
260112,Refugio,Schmig,Refugio Schmig,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,male,Bachelor,Urban,73168.0,Married,Nova,2016-05-30,2019-09-12,5639.94,Standard,False,1200,
489534,Leonora,Meldahl,Leonora Meldahl,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Bachelor,Suburban,73168.0,Married,Nova,2015-07-25,,5639.94,Standard,False,3740,
492973,Kevin,Ockimey,Kevin Ockimey,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Bachelor,Suburban,73168.0,Married,Nova,2021-02-26,,5639.94,2021 Promotion,False,1697,
597156,Nada,Baccouche,Nada Baccouche,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Rural,73168.0,Married,Nova,2021-02-02,,5639.94,2021 Promotion,False,1721,
678460,Marilee,Skains,Marilee Skains,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,female,Bachelor,Urban,73168.0,Married,Nova,2020-04-10,,5639.94,Standard,False,2019,
745811,Nikole,Pokswinski,Nikole Pokswinski,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,male,Bachelor,Urban,41396.0,Married,Nova,2019-02-04,,5640.02,Standard,False,2450,
870045,Ima,Laface,Ima Laface,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,male,Bachelor,Urban,39469.0,Divorced,Nova,2019-02-19,,5641.36,Standard,False,2435,
665533,Ira,Nesbitt,Ira Nesbitt,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Rural,68654.0,Married,Nova,2017-05-29,2018-01-29,5642.75,Standard,False,245,
166829,Grisel,Tinnel,Grisel Tinnel,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Suburban,33317.0,Married,Nova,2020-06-20,,5643.72,Standard,False,1948,
915164,Erline,Grosz,Erline Grosz,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,female,Bachelor,Rural,33317.0,Married,Nova,2018-09-08,2019-05-08,5643.72,Standard,False,242,
508795,Bettye,Gerringer,Bettye Gerringer,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Urban,41043.0,Married,Nova,2021-01-25,,5643.8,Standard,False,1729,
327638,Jacklyn,Diebold,Jacklyn Diebold,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,Bachelor,Urban,50366.0,Divorced,Nova,2021-07-29,,5645.4,Standard,False,1544,
899592,Cortney,Nawda,Cortney Nawda,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Suburban,39841.0,Single,Nova,2017-05-28,,5646.32,Standard,False,3067,
179075,Vallie,Greczkowski,Vallie Greczkowski,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Urban,54834.0,Single,Nova,2016-02-23,,5647.15,Standard,False,3527,
216661,Bennie,Sees,Bennie Sees,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,54834.0,Single,Nova,2021-04-04,,5647.15,2021 Promotion,False,1660,
345908,Almeta,Brossman,Almeta Brossman,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,High School or Below,Rural,16171.0,Married,Nova,2020-09-27,,5652.72,Standard,False,1849,
312867,Leonie,Pavelka,Leonie Pavelka,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,female,College,Rural,0.0,Single,Nova,2016-10-30,,5654.59,Standard,False,3277,
834453,Norberto,Kamb,Norberto Kamb,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Rural,23550.0,Married,Nova,2015-06-12,,5657.81,Standard,False,3783,
766262,Elvis,Osegueda,Elvis Osegueda,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Urban,52389.0,Married,Nova,2021-07-21,,5659.14,Standard,False,1552,
270304,Jeanelle,Foree,Jeanelle Foree,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Bachelor,Rural,69387.0,Married,Nova,2016-10-05,,5659.24,Standard,False,3302,
682521,Sherley,Bervig,Sherley Bervig,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Bachelor,Suburban,59586.0,Divorced,Nova,2019-12-19,2020-08-19,5660.13,Standard,False,244,
136470,Clark,Cobbley,Clark Cobbley,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,College,Rural,0.0,Married,Nova,2016-03-30,2021-12-11,5666.47,Standard,False,2082,
309110,Krystle,Kuder,Krystle Kuder,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,male,Bachelor,Suburban,48156.0,Divorced,Nova,2018-12-23,,5666.7,2021 Promotion,False,2493,
783515,Margareta,Marchesseault,Margareta Marchesseault,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,Bachelor,Rural,43416.0,Married,Nova,2016-07-06,2020-05-23,5669.97,Standard,False,1417,
446886,Rana,Vergo,Rana Vergo,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,female,Bachelor,Suburban,83086.0,Married,Nova,2020-06-01,2021-02-01,5670.13,Standard,False,245,
571760,Chrystal,Amuso,Chrystal Amuso,Alberta,Banff,51.178398,-115.5708,T4V 1D4,female,Bachelor,Urban,28406.0,Married,Nova,2015-07-08,,5670.44,Standard,False,3757,
148865,Hazel,Bacon,Hazel Bacon,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,College,Suburban,0.0,Divorced,Nova,2020-12-20,,5673.84,Standard,False,1765,
952322,Verla,Paben,Verla Paben,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Bachelor,Rural,26225.0,Married,Nova,2019-11-15,,5674.38,Standard,False,2166,
144301,Leigh,Hoit,Leigh Hoit,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,Bachelor,Suburban,33257.0,Married,Nova,2018-03-10,2018-11-10,5675.92,Standard,False,245,
954718,Joaquin,Filippi,Joaquin Filippi,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,male,College,Rural,0.0,Married,Nova,2021-12-15,,5677.31,Standard,False,1405,
428305,Carmine,Pallotto,Carmine Pallotto,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Rural,45345.0,Married,Nova,2017-09-17,,5677.47,Standard,False,2955,
172444,Chelsie,Gorneault,Chelsie Gorneault,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Suburban,53078.0,Single,Nova,2019-11-13,,5677.64,Standard,False,2168,
308176,Stephnie,Meduna,Stephnie Meduna,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,College,Urban,0.0,Married,Nova,2019-03-29,,5678.05,Standard,False,2397,
782124,Conchita,Auchmoody,Conchita Auchmoody,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,College,Urban,0.0,Married,Nova,2018-03-31,,5678.05,Standard,False,2760,
194254,Hanh,Jinright,Hanh Jinright,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,female,Bachelor,Suburban,82255.0,Married,Nova,2016-03-15,,5680.28,Standard,False,3506,
161769,Israel,Clemence,Israel Clemence,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,male,Bachelor,Urban,90353.0,Married,Nova,2018-05-17,,5680.47,Standard,False,2713,
793995,Marhta,Wershey,Marhta Wershey,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Rural,90353.0,Married,Nova,2018-01-04,,5680.47,Standard,False,2846,
747926,Latricia,Meinhart,Latricia Meinhart,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Bachelor,Rural,26409.0,Married,Nova,2019-06-11,,5686.74,Standard,False,2323,
930562,Brittney,Flexer,Brittney Flexer,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Suburban,63143.0,Married,Nova,2018-08-26,,5686.92,Standard,False,2612,
326280,Bobbi,Muni,Bobbi Muni,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,Bachelor,Urban,99747.0,Single,Nova,2016-05-21,,5687.9,Standard,False,3439,
834799,Lucienne,Boesch,Lucienne Boesch,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,male,Bachelor,Suburban,27048.0,Married,Nova,2015-10-24,,5697.18,Standard,False,3649,
169697,Mabel,Angrisano,Mabel Angrisano,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Suburban,41154.0,Married,Nova,2016-12-10,,5701.28,Standard,False,3236,
263260,Nicolle,Mense,Nicolle Mense,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,Bachelor,Suburban,41438.0,Single,Nova,2016-10-30,,5703.29,Standard,False,3277,
976153,Oleta,Villanveua,Oleta Villanveua,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Urban,41438.0,Single,Nova,2016-06-20,,5703.29,Standard,False,3409,
724071,Hiroko,Schmeling,Hiroko Schmeling,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Bachelor,Urban,37675.0,Single,Nova,2021-02-19,,5704.68,2021 Promotion,False,1704,
534324,Lavenia,Mctee,Lavenia Mctee,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Suburban,76522.0,Married,Nova,2017-06-20,2018-10-04,5705.55,Standard,False,471,
663641,Elizbeth,Banton,Elizbeth Banton,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,male,College,Suburban,0.0,Married,Nova,2021-10-06,,5705.9,Standard,False,1475,
329281,Elanor,Guidaboni,Elanor Guidaboni,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,male,Bachelor,Suburban,83073.0,Married,Nova,2021-09-21,2019-05-21,5706.96,Standard,True,1490,854
573505,Yun,Roya,Yun Roya,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,70279.0,Single,Nova,2017-03-12,,5708.02,Standard,False,3144,
418626,Fredricka,Praska,Fredricka Praska,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,College,Urban,0.0,Married,Nova,2018-03-03,2018-04-28,5709.23,Standard,False,56,
197062,Victor,Motola,Victor Motola,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,Bachelor,Urban,51148.0,Married,Nova,2021-06-26,,5710.33,Standard,False,1577,
565710,Christoper,Brechtel,Christoper Brechtel,Alberta,Banff,51.178398,-115.5708,T4V 1D4,female,Bachelor,Suburban,51148.0,Married,Nova,2015-08-28,,5710.33,Standard,False,3706,
905288,Lynwood,Assis,Lynwood Assis,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Bachelor,Urban,79719.0,Single,Nova,2021-06-03,,5714.23,Standard,False,1600,
257820,Conchita,Courtad,Conchita Courtad,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,female,College,Suburban,0.0,Married,Nova,2021-08-27,2019-04-27,5714.25,Standard,True,1515,853
179773,Lavone,Margerum,Lavone Margerum,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Bachelor,Rural,84183.0,Single,Nova,2020-04-14,2020-12-14,5715.31,Standard,False,244,
771976,Brande,Rosavio,Brande Rosavio,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,Bachelor,Urban,52391.0,Married,Nova,2021-11-14,,5717.22,Standard,False,1436,
698932,Stacey,Obeng,Stacey Obeng,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Bachelor,Rural,68342.0,Married,Nova,2019-05-30,2021-01-23,5717.74,Standard,False,604,
170311,Evita,Mayotte,Evita Mayotte,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Suburban,46133.0,Divorced,Nova,2017-06-24,,5718.28,Standard,False,3040,
897904,Karl,Armillei,Karl Armillei,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,female,Bachelor,Rural,46133.0,Divorced,Nova,2016-03-10,,5718.28,Standard,False,3511,
108857,Bud,Crance,Bud Crance,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Urban,77601.0,Married,Nova,2020-08-20,2021-04-20,5719.09,Standard,False,243,
568205,Annelle,Oare,Annelle Oare,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Rural,54585.0,Married,Nova,2021-03-09,,5719.79,2021 Promotion,False,1686,
410558,Lucretia,Cluckey,Lucretia Cluckey,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,male,Bachelor,Rural,41770.0,Married,Nova,2019-06-19,,5720.77,Standard,False,2315,
848574,Erlene,Marcantel,Erlene Marcantel,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,Bachelor,Urban,32224.0,Married,Nova,2017-06-30,2020-05-01,5720.9,Standard,False,1036,
590752,Junita,Guinane,Junita Guinane,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,male,Bachelor,Suburban,99934.0,Married,Nova,2018-09-13,,5727.33,Standard,False,2594,
389551,Ernesto,Kornbau,Ernesto Kornbau,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,Bachelor,Suburban,29730.0,Married,Nova,2016-09-20,,5728.58,Standard,False,3317,
430265,Brandi,Welchel,Brandi Welchel,Ontario,London,42.984924,-81.245277,M5B 3E4,male,Bachelor,Rural,96917.0,Married,Nova,2020-06-25,,5736.46,Standard,False,1943,
403507,Willard,Staires,Willard Staires,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Urban,56455.0,Married,Nova,2017-12-11,,5737.23,Standard,False,2870,
974441,Glayds,Reinheimer,Glayds Reinheimer,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,College,Rural,0.0,Single,Nova,2020-05-20,2021-01-20,5739.82,Standard,False,245,
415088,Marquerite,Frankl,Marquerite Frankl,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Suburban,45820.0,Married,Nova,2020-12-09,,5741.7,Standard,False,1776,
466813,Ricki,Doehring,Ricki Doehring,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,Bachelor,Rural,86641.0,Married,Nova,2020-07-16,2021-03-16,5741.73,Standard,False,243,
824906,Agripina,Soladine,Agripina Soladine,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,male,Bachelor,Suburban,61776.0,Divorced,Nova,2019-08-18,,5743.4,Standard,False,2255,
183755,Hong,Masiclat,Hong Masiclat,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,Bachelor,Urban,30389.0,Married,Nova,2019-01-21,,5745.12,Standard,False,2464,
695878,Ranee,Garratt,Ranee Garratt,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Suburban,30389.0,Married,Nova,2018-05-10,,5745.12,Standard,False,2720,
770968,Alberto,Saleh,Alberto Saleh,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,College,Suburban,0.0,Single,Nova,2018-10-11,,5745.42,Standard,False,2566,
279654,Latosha,Koppen,Latosha Koppen,Alberta,Banff,51.178398,-115.5708,T4V 1D4,female,Bachelor,Rural,57740.0,Married,Nova,2021-07-03,,5745.94,Standard,False,1570,
631557,Casey,Bernath,Casey Bernath,British Columbia,Kelowna,49.887951,-119.49601,V09 2E9,male,Bachelor,Rural,61990.0,Married,Nova,2017-11-04,,5746.15,Standard,False,2907,
595169,Fabian,Mitsuda,Fabian Mitsuda,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Urban,22814.0,Divorced,Nova,2015-07-05,,5749.88,Standard,False,3760,
296457,Jamaal,Tetrault,Jamaal Tetrault,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Rural,29460.0,Married,Nova,2017-11-19,2019-06-16,5754.85,Standard,False,574,
750384,Maryland,Diano,Maryland Diano,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,Bachelor,Urban,29460.0,Married,Nova,2018-01-20,,5754.85,Standard,False,2830,
510502,Lakenya,Moala,Lakenya Moala,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,Bachelor,Urban,97607.0,Married,Nova,2020-03-26,,5755.54,Standard,False,2034,
241436,Sydney,Worthen,Sydney Worthen,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Rural,88997.0,Divorced,Nova,2018-04-01,,5757.44,2021 Promotion,False,2759,
252165,Leanna,Steil,Leanna Steil,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,Bachelor,Urban,88997.0,Divorced,Nova,2019-02-11,2019-10-11,5757.44,Standard,False,242,
523272,Tony,Helger,Tony Helger,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,Bachelor,Suburban,88997.0,Divorced,Nova,2018-06-24,,5757.44,Standard,False,2675,
767907,Enda,Gaucher,Enda Gaucher,Ontario,London,42.984924,-81.245277,M5B 3E4,female,Bachelor,Suburban,88997.0,Divorced,Nova,2017-05-18,,5757.44,Standard,False,3077,
889697,Ike,Melia,Ike Melia,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Urban,81491.0,Divorced,Nova,2018-03-31,,5757.49,Standard,False,2760,
408134,Isaac,Rhyme,Isaac Rhyme,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Bachelor,Rural,30968.0,Married,Nova,2021-05-16,,5759.01,Standard,False,1618,
133324,Lieselotte,Schworm,Lieselotte Schworm,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,male,Bachelor,Rural,85448.0,Married,Nova,2021-04-26,,5759.91,2021 Promotion,False,1638,
883468,Apryl,Trattner,Apryl Trattner,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Suburban,85448.0,Married,Nova,2016-10-01,2021-01-22,5759.91,Standard,False,1574,
678217,Ela,Diallo,Ela Diallo,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Rural,28919.0,Married,Nova,2021-05-02,,5761.11,Standard,False,1632,
186668,Alejandro,Freeney,Alejandro Freeney,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,83392.0,Married,Nova,2018-01-28,,5761.32,Standard,False,2822,
491005,Tonisha,Wessman,Tonisha Wessman,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Urban,66156.0,Married,Nova,2017-08-18,,5762.47,Standard,False,2985,
266474,Cecil,Knarr,Cecil Knarr,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Suburban,31725.0,Single,Nova,2018-02-20,,5763.27,Standard,False,2799,
318537,Aaron,Hudgins,Aaron Hudgins,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Rural,21195.0,Married,Nova,2019-04-17,2019-12-17,5764.65,Standard,False,244,
922347,Shanae,Atoe,Shanae Atoe,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Bachelor,Suburban,22134.0,Married,Nova,2021-05-20,,5764.78,Standard,False,1614,
368330,Thresa,Hattenbach,Thresa Hattenbach,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,College,Urban,0.0,Single,Nova,2017-05-07,,5770.68,Standard,False,3088,
629753,Karisa,Bertovich,Karisa Bertovich,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,male,Bachelor,Suburban,65709.0,Divorced,Nova,2017-08-10,,5771.61,Standard,False,2993,
409798,Joslyn,Straube,Joslyn Straube,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Rural,52278.0,Married,Nova,2018-05-03,,5773.9,Standard,False,2727,
949952,Tennille,Baumgarn,Tennille Baumgarn,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,Bachelor,Rural,52278.0,Married,Nova,2015-05-09,,5773.9,Standard,False,3817,
210339,Adelia,Rembold,Adelia Rembold,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,female,College,Urban,0.0,Single,Nova,2017-11-09,,5775.52,Standard,False,2902,
557872,Luke,Discala,Luke Discala,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,High School or Below,Urban,27510.0,Married,Nova,2020-01-06,,5776.34,Standard,False,2114,
343706,Loriann,Stallcup,Loriann Stallcup,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,Bachelor,Rural,51066.0,Single,Nova,2019-07-13,,5780.18,Standard,False,2291,
357059,Hugo,Lifshitz,Hugo Lifshitz,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,Bachelor,Urban,51066.0,Single,Nova,2021-04-08,,5780.18,2021 Promotion,False,1656,
